district,SUII_demo,SUII_bio,YUR_octdec,EPUSI_list
Balrampur,1.5991624834187324,1.239961377804832,0.3428365241049803,[]
Banas Kantha,4.348348348348349,2.1396825396825396,0.07868383404864092,[]
Banaskantha,1.7645851583030907,0.6891535094714085,0.31352926102261847,[]
Banda,2.619453130197592,0.8199335345589805,0.278181873057073,[]
Bandipore,1.2154562006878413,0.9002775998291693,0.4243431722348362,[]
Bandipur,,,0.0,[]
Bangalore,3.645124407905483,0.6866907009087103,0.20757245173836741,[]
Bangalore Rural,0.9766724265613429,0.8975736106349751,0.2765502752825268,[]
Banka,2.06563354603464,0.6935490505244395,0.2107686575109124,[]
Bankura,3.077188218090662,0.8374957325560021,0.16069142125480154,[]
Banswara,1.0063811474193451,0.7767044949479984,0.24445701169308562,[]
Bapatla,1.7336648708385134,1.5396449704142012,0.32657429311704406,[]
Bara Banki,1.744385991793929,0.8084947269127157,0.3583841941720058,[]
Barabanki,6.09795918367347,1.5510718789407314,0.07060931899641577,[]
Baramula,1.367501029606919,0.9998546934030805,0.4225094843332865,[]
Baran,0.6445276429998489,0.948203658805378,0.3251494212011465,[]
Barddhaman,3.2056271766359132,0.8083074275348275,0.16609578139126227,[]
Bardez,2.25,0.7777777777777778,0.14545454545454545,[]
Bardhaman,5.51908150064683,1.4573170731707317,0.044097222222222225,[]
Bareilly,1.698255222476345,0.8237897382551547,0.28318199543200934,[]
Bargarh,2.6186197916666667,0.9342539454806312,0.4248017678408943,[]
Barmer,0.634742824800132,0.7371049410193634,0.38214607529034844,[]
Barnala,2.2639722134512157,0.8855959727184151,0.4127897328096476,[]
Barpeta,2.392439377622637,1.418575906851769,0.35987132532133853,[]
Barwani,0.5901039058587882,0.39048984149735827,0.3597105288052218,[]
Bastar,1.895204001569243,1.1743319824440446,0.30164210755260723,[]
Basti,2.2450634432014414,0.8905211890203553,0.312219730941704,[]
Bathinda,1.8731045903845158,0.7847664008750972,0.3718776868978593,[]
Baudh,6.496240601503759,0.7973441108545034,0.2289532293986637,[]
Beawar,,,0.05019305019305019,[]
Beed,4.362727238930814,0.7832608908787869,0.20059285404799898,[]
Begusarai,2.1091319192324924,0.6760468646324727,0.22406827880512092,[]
Belagavi,1.5582994890606576,0.8734950714727384,0.47054639779097984,[]
Belgaum,2.336177239576166,0.8074667610333148,0.27241688037754747,[]
Bellary,2.588954998742982,0.8031544575195614,0.2667923773606468,[]
Bemetara,1.4562906692577218,1.170157216641126,0.36104541871323753,[]
Bengaluru,1.126581041391265,0.7138439613945818,0.306347353892557,[]
Bengaluru Rural,2.2916666666666665,4.0,0.1111111111111111,[]
Bengaluru South,1.73,3.142857142857143,0.09026494146642021,[]
Bengaluru Urban,,,,[]
Betul,1.095271700776288,0.6321061477521305,0.4122364340373993,[]
Bhabua,0.8245614035087719,0.7666666666666667,0.06837606837606838,[]
Bhadohi,1.148890670943598,0.7404148334380892,0.2603462489694971,[]
Bhadradri Kothagudem,2.5622886514270253,1.6849466950959486,0.34547725616737796,[]
Bhadrak,1.9608098068350668,0.7157095792151466,0.42629703139338837,[]
Bhadrak(R),,,0.0,[]
Bhagalpur,1.7497520741116996,0.7222319093286836,0.21923376518726106,[]
Bhandara,6.033495866016536,1.1058437414531863,0.18177332305319968,[]
Bharatpur,1.0590478963459018,0.7220047438147212,0.33018126642642315,[]
Bharuch,1.3668627053336038,0.6409183638186785,0.33522551346888224,[]
Bhavnagar,2.0877428470505124,0.5074743527112848,0.2882878232591751,[]
Bhilwara,1.190696156043418,1.1810387097629176,0.28084507737492903,[]
Bhind,1.3128336902212705,0.6825736488986854,0.3199556591181594,[]
Bhiwani,1.850171280956927,0.7362472279848343,0.3148591332369737,[]
Bhojpur,1.509826162002219,0.7295521380028422,0.1976226536325669,[]
Bhopal,1.0608883124757877,0.7205907031381104,0.33464401414546086,[]
Bicholim,,,0.0,[]
Bid,26.508274231678485,1.9065163993642538,0.015038505851676673,[]
Bidar,1.7601187617342708,0.9781240075473109,0.362771123340887,[]
Bijapur,2.30843253968254,0.8497750918518011,0.26419809650748693,[]
Bijapur(KAR),,4.0,0.23076923076923078,[]
Bijnor,1.8190143512478432,0.8395300766634397,0.26192328684403055,[]
Bikaner,1.02454021817643,0.7910513014640804,0.3268212073944804,[]
Bilaspur,1.4777348162307757,1.3150929845204076,0.3520410149912389,[]
Birbhum,2.1067082683307334,0.9509004485505792,0.1698966922064035,[]
Bishnupur,9.27177700348432,1.2905222017153404,0.2647375215146299,[]
Biswanath,2.3767368003175866,1.1826666666666668,0.24750917671735712,[]
Bokaro,1.4901970467677417,0.6451258782201406,0.2558813140233133,[]
Bokaro *,,0.6666666666666666,0.5,[]
Bongaigaon,1.078569461384113,1.4604404953209187,0.37490139589120963,[]
Botad,1.7268461348481103,0.5045836222170865,0.391374981538916,[]
Boudh,2.81120712228332,0.9798945690817703,0.4764613427138687,[]
Budaun,1.5934062477061333,0.9948420023889674,0.2683578696879828,[]
Budgam,0.44897422409258286,1.0387219775162713,0.728919922220258,[]
Bulandshahar,1.1908045977011494,1.2962962962962963,0.09379509379509379,[]
Bulandshahr,1.4187982354034414,0.7972434702574773,0.351732587475718,[]
Buldana,26.4275092936803,1.7266802231607485,0.030962122211957238,[]
Buldhana,8.834827995255042,1.1444431710741196,0.15076364561293978,[]
Bundi,0.9884330991317153,0.7922793301052818,0.3002680965147453,[]
Burdwan,,0.25,0.0,[]
Burhanpur,1.196097372488408,0.5838502822889803,0.4208507670850767,[]
Buxar,2.3704426505810345,0.7549093017076882,0.1896427930353617,[]
Cachar,2.437229933845742,1.1231408470654893,0.3107896864612344,[]
Central Delhi,0.7077594059679244,0.5502405887347863,0.2711975167456298,[]
Chamarajanagar,9.62303664921466,1.426183844011142,0.16538233550681683,[]
Chamarajanagar *,0.5555555555555556,1.0444444444444445,0.18292682926829268,[]
Chamba,1.8632209885034883,1.1539608574091333,0.4762841330101084,[]
Chamoli,1.757768924302789,1.1755366726296959,0.42504211117349805,[]
Champawat,2.0080128205128207,1.3585069444444444,0.39872245289045033,[]
Champhai,0.7545241643602298,0.14796879203658866,0.3123259052924791,[]
Chamrajanagar,2.107750472589792,0.9301972685887708,0.371,[]
Chamrajnagar,6.0,2.24105461393597,0.14988644965934897,[]
Chandauli,1.881365068833969,0.686845306982403,0.2637593589911993,[]
Chandauli *,,,0.5,[]
Chandel,5.5221757322175735,1.2766037735849056,0.31176117010619114,[]
Chandigarh,0.6768598226904792,0.3637979746674709,0.238595844091971,[]
Chandrapur,8.346288774002955,1.2209934338979729,0.14817667308477742,[]
Changlang,1.199886909810574,1.198983580922596,0.5195606089805358,[]
Charaideo,2.630079402148529,0.8750216675333681,0.25787860208461066,[]
Charkhi Dadri,1.798680904522613,0.7599041308332158,0.2210876276418903,[]
Chatra,1.6084534981307697,0.6323935446237605,0.2633086975149957,[]
Chatrapati Sambhaji Nagar,0.9658385093167703,0.5289730349971313,0.1271617497456765,[]
Chengalpattu,5.077403451109285,2.07699836867863,0.22242499060705276,[]
Chennai,2.7621003979971754,1.0930786639146794,0.3955156524630659,[]
Chhatarpur,1.0605729615789978,0.47784055830383165,0.32557301055884624,[]
Chhatrapati Sambhajinagar,4.667269848450577,0.6429541134944339,0.09903486653334492,[]
Chhindwara,0.6622406144868855,0.7084552892649801,0.3626302746376074,[]
Chhotaudepur,1.6964114373440797,0.4119305005529987,0.37663102128911996,[]
Chickmagalur,3.5339139614674053,0.8244314155015784,0.18597723974642938,[]
Chikkaballapur,1.4746030984699505,0.8082641307259577,0.2846835027877993,[]
Chikkamagaluru,1.7443862907310486,0.742815832279053,0.3680465717981889,[]
Chikmagalur,5.455497382198953,1.419753086419753,0.09306569343065693,[]
Chirang,4.725401606425702,1.7256034660614814,0.381893528849219,[]
Chitradurga,1.5023303987571206,0.8375391032325339,0.30042471143073035,[]
Chitrakoot,1.6456338489238072,0.9207561225439985,0.3605455821883462,[]
Chitrakoot *,,,0.0,[]
Chittaurgarh,8.429292929292929,1.2552727272727273,0.09834123222748815,[]
Chittoor,1.4217944449488986,0.9422504140017437,0.4615629181183515,[]
Chittorgarh,1.0138201672069613,0.6695381466160604,0.2855851165849248,[]
Chumukedima,3.3401162790697674,0.5782178217821782,0.21544401544401545,[]
Churachandpur,3.9165003837298547,1.3631894162867613,0.3371927586714419,[]
Churu,0.9606847582919948,0.7977067977067978,0.3523564887201251,[]
Coimbatore,2.8448861181408556,0.7235788482038823,0.2474727274153197,[]
Cooch Behar,2.7236202156904206,0.674800118448327,0.12854780261205828,[]
Coochbehar,,,,[]
Cuddalore,2.531670878342729,1.2404128798465675,0.41459576480861593,[]
Cuddapah,2.6894599669310315,0.9318685091408463,0.40866334213356803,[]
Cuttack,1.6085315482125053,0.7202745960121871,0.4107842973689918,[]
Dadra & Nagar Haveli,3.351851851851852,0.6217008797653959,0.10687022900763359,[]
Dadra And Nagar Haveli,,,,[]
Dadra and Nagar Haveli,2.511831726555653,0.4949184388077547,0.30414107390529027,[]
Dahod,1.6009820131269104,0.5025961663277227,0.31899102224035913,[]
Dakshin Bastar Dantewada,3.6313276026743075,0.8987962075210398,0.3588528474548574,[]
Dakshin Dinajpur,1.8561460501933151,0.756983671327592,0.13721630165250145,[]
Dakshina Kannada,2.352006172839506,0.8041100073649609,0.3208043280871671,[]
Daman,2.717795979151154,0.6699485343477287,0.2588801926550271,[]
Damoh,0.8190021096510179,0.3715623429412854,0.3118528280573411,[]
Dang,,,,[]
Dantewada,3.972602739726027,0.7849628485249761,0.38701298701298703,[]
Darbhanga,2.525031601846136,0.7689412136328039,0.19913107949860376,[]
Darjeeling,3.46285074094821,0.8074768972276674,0.12711380506873984,[]
Darjiling,6.478728856996411,0.8749305169538633,0.028844800900520613,[]
Darrang,2.400777000777001,1.2256677924470372,0.2901411773958866,[]
Datia,1.2273632942218287,0.5021412421864611,0.26344478303789864,[]
Dausa,1.3029108351402852,0.7611727128723155,0.3571355894263446,[]
Davanagere,3.867403314917127,1.2667886072641754,0.07161803713527852,[]
Davangere,1.5653734494589602,0.5940364311405035,0.3216551489747366,[]
Debagarh,2.0666836345125983,0.9224959539651142,0.43035908596300326,[]
Deeg,0.5189003436426117,3.611111111111111,0.046263345195729534,[]
Deeg ,2.7669616519174043,0.42857142857142855,0.09186906019007392,[]
Dehradun,1.3656638898507039,1.233333750171946,0.40935319539341847,[]
Deoghar,1.3948506344854872,0.6890267004327105,0.2639795967011489,[]
Deoria,2.4230278739296773,0.8030656919545809,0.2798658122576887,[]
Devbhumi Dwarka,2.260025873221216,0.6326182476092014,0.5530011442837823,[]
Dewas,0.8147022905310816,0.6789628322143153,0.3614515250544662,[]
Dhalai,3.184873949579832,0.4979819266349965,0.30937614009485587,[]
Dhalai  *,8.181818181818182,0.6958333333333333,0.12448132780082988,[]
Dhamtari,1.272560930981483,1.2089716702804536,0.37539640849043754,[]
Dhanbad,1.2511573899537045,0.5512378829330902,0.20163237774030354,[]
Dhar,0.9219358179783164,0.43942310095733245,0.2721073308131347,[]
Dharashiv,6.5354752342704145,1.4202127659574468,0.08862629246676514,[]
Dharmapuri,2.560282124752039,1.259699079830888,0.5229632650500361,[]
Dharwad,1.137197985144711,0.6545256698958695,0.32454244127395876,[]
Dhaulpur,1.624413145539906,0.5565749235474006,0.0928030303030303,[]
Dhemaji,2.08499360263206,1.332797427652733,0.266791897243235,[]
Dhenkanal,1.9786358811040339,0.7479827293318234,0.4447372801420407,[]
Dholpur,0.7408951953490838,0.6108021821881523,0.34528587064158023,[]
Dhubri,2.2398593692606394,1.1035562397265635,0.23931195463161686,[]
Dhule,5.760325916640552,0.8913553365142227,0.204884616823129,[]
Dibang Valley,5.804878048780488,2.205357142857143,0.644808743169399,[]
Dibrugarh,2.2515430861723447,0.5632790028763183,0.2426828656057031,[]
Didwana-Kuchaman,,,0.09203296703296704,[]
Dima Hasao,4.714285714285714,7.333333333333333,0.09486166007905138,[]
Dimapur,2.7185525560022974,1.0564071493486822,0.40101107724332763,[]
Dinajpur Dakshin,,,,[]
Dinajpur Uttar,,,,[]
Dindigul,2.572324796505857,0.777167668870022,0.32936775690424613,[]
Dindori,0.42381025405101463,0.4462217977796347,0.3889771853370931,[]
Dist : Thane,,,0.0,[]
Diu,2.9495412844036695,0.9602344077019672,0.4519553072625698,[]
Doda,3.0620689655172417,1.3712819102616987,0.4519274791685743,[]
Dohad,3.0552861299709018,0.6134530639394695,0.07515718672320515,[]
Domjur,,1.0,0.0,[]
Dr. B. R. Ambedkar Konaseema,2.565715207224641,1.5804949767213918,0.29892665474060826,[]
Dumka,1.3827398503061918,0.5608870967741936,0.24801596961877403,[]
Dungarpur,0.7066524671636494,0.8924979114452798,0.32895272431238004,[]
Durg,1.2193707227507928,1.422669229451729,0.5305737752216815,[]
East,1.8396596858638745,0.494579945799458,0.19098822324628775,[]
East Champaran,2.5708072645516786,0.7533957647852864,0.17447075617830785,[]
East Delhi,0.44608916814321303,0.5087588482242266,0.25565081839438814,[]
East Garo Hills,0.7115384615384616,0.34121186076493343,0.14791464597478177,[]
East Godavari,1.7759250744173665,0.9384564464000622,0.46115381217422036,[]
East Jaintia Hills,1.243191591017678,1.624755700325733,0.4705651491365777,[]
East Kameng,1.8432432432432433,0.9281090289608177,0.5914872798434442,[]
East Khasi Hills,1.5975810885101704,0.735608231310237,0.3288159219391311,[]
East Midnapore,8.31753167143441,1.0966769123702371,0.06340579710144928,[]
East Midnapur,1.0,1.8333333333333333,0.07692307692307693,[]
East Nimar,2.283102987070887,0.6128301398239254,0.17548670139840966,[]
East Siang,3.4413043478260863,1.9488703923900121,0.4909993792675357,[]
East Sikkim,1.7115689381933439,0.7106397083195227,0.3603268945022288,[]
East Singhbhum,1.9411363414871845,0.5800373434937965,0.25416694225808584,[]
East Singhbum,,,,[]
East midnapore,,1.3333333333333333,0.0,[]
Eastern West Khasi Hills,0.5384615384615384,0.3333333333333333,0.17616580310880828,[]
Eluru,2.765957446808511,0.8948294055575097,0.23507726096164405,[]
Ernakulam,4.394649152460521,0.7043413445805913,0.23859549161354654,[]
Erode,2.614902013694471,1.1942955527401489,0.3841632235805256,[]
Etah,2.4027031833540815,0.6107171118443644,0.29158368370583465,[]
Etawah,1.632427371931775,0.7496958108812792,0.31259097525473073,[]
Faizabad,2.217889217045386,0.8310739265953797,0.31308382307454374,[]
Faridabad,0.7570426465411397,0.9041125990307499,0.3184989767992307,[]
Faridkot,1.660367976131278,0.7567586472213479,0.31645424929988,[]
Farrukhabad,2.588081376332832,1.0513459030001187,0.31388107977388835,[]
Fatehabad,0.8195223539686273,0.8479210021626474,0.30846902574365503,[]
Fatehgarh Sahib,1.2675396571915256,0.879504157684016,0.42742863720073665,[]
Fatehpur,1.9446889212130138,0.767154792077349,0.26713762734067065,[]
Fazilka,0.9841658812441093,0.6632686259624769,0.37397015389398414,[]
Ferozepur,0.9539025667888947,0.6529535864978903,0.3837081371297804,[]
Firozabad,1.607364983932829,0.794365436101491,0.26575249560222963,[]
Firozpur,3.8721872187218724,0.8099375841390283,0.12153462094337143,[]
Gadag,1.5270875513835203,0.6981813363368337,0.3328547187051299,[]
Gadag *,3.1646341463414633,1.1271878646441074,0.17864271457085829,[]
Gadchiroli,5.793256433007985,1.6228655317176193,0.15303615990605274,[]
Gajapati,1.5807801774652603,0.7967865014100529,0.5036376795032949,[]
Ganderbal,1.808295397066262,1.2210724365004706,0.4910459678339227,[]
Gandhinagar,0.9105493217971249,0.4482069483748221,0.22718639511439676,[]
Ganganagar,0.9868174070637986,0.7497351588376491,0.2885251062490162,[]
Ganjam,1.9496103896103898,0.8699596544414305,0.4049208774213018,[]
Garhwa,2.6309434830104066,0.6290079564378419,0.2545205244665353,[]
Garhwa *,5.8808193668528865,0.7520946278955151,0.040257648953301126,[]
Garhwal,1.0,1.5081967213114753,0.06217616580310881,[]
Gariyaband,3.746200291484489,1.5357045886505565,0.30753132924637466,[]
Gaurela-pendra-marwahi,3.217060167555217,0.650839606253619,0.26327599102468213,[]
Gaurella Pendra Marwahi,,,,[]
Gautam Buddha Nagar,0.9314030629241503,0.7101906002848398,0.24361224348787397,[]
Gautam Buddha Nagar *,,,0.0,[]
Gaya,1.6029573291736277,0.6062026305233601,0.20904668062569282,[]
Ghaziabad,1.1138398799976623,0.696010502004226,0.2438431471068518,[]
Ghazipur,1.6745663327632543,0.7506962079089218,0.3009079779636809,[]
Gir Somnath,2.1258334758078306,0.7379081803626615,0.523378395138286,[]
Giridih,1.0819089192436913,0.6185845745185466,0.2600606846251371,[]
Goalpara,1.8041072768192048,1.9701063524001148,0.30509606337451056,[]
Godda,2.20141317016317,0.6783817324398114,0.2826892744479495,[]
Golaghat,1.8907621568900652,1.6945921173235565,0.3076181292189007,[]
Gomati,1.9083083083083083,0.9069698467622344,0.49524216828824974,[]
Gonda,1.9858818315632867,0.8461941569500853,0.3106588357357246,[]
Gondia,2.621212121212121,2.7017543859649127,0.01345565749235474,[]
Gondiya,5.957720933141535,1.1898600300761821,0.1471601100083702,[]
Gondiya *,3.4696969696969693,1.6222222222222222,0.015333333333333332,[]
Gopalganj,2.6860393059490084,0.7264200653388133,0.17492493343153362,[]
Gorakhpur,2.106577399800959,0.8562908811081185,0.2569566957733533,[]
Gulbarga,3.864637465973769,0.9342284934000911,0.2343533838747164,[]
Gumla,2.6379643866871683,0.7091901223910966,0.2474594725381079,[]
Guna,0.8377813504823152,0.3512779453787832,0.2914670574310996,[]
Guntur,1.4132488468168292,0.8616247927560261,0.41286304479982133,[]
Gurdaspur,1.0049057470304574,0.5176574921610236,0.18892662344344963,[]
Gurgaon,1.0234852519718989,0.902222040013119,0.2752798178377858,[]
Gurugram,,,,[]
Gwalior,1.1749096701503556,0.6020653586744041,0.34824152613403964,[]
HOOGHLY,1.4027777777777777,1.8,0.046875,[]
HOWRAH,0.6481481481481481,0.7777777777777778,0.125,[]
Hailakandi,3.5735217163788593,1.271586773019438,0.29060728004389974,[]
Hamirpur,2.3198194287698586,0.8690043305863651,0.33347854497930735,[]
Hanumakonda,2.71604324593016,0.7710510141364474,0.14631242092729033,[]
Hanumangarh,0.7227764656114499,0.754489481785531,0.2960487098697096,[]
Haora,7.298450064095094,0.7662331190511785,0.038357007332957285,[]
Hapur,1.8169202258328665,1.0080029679881282,0.3790463364756347,[]
Harda,0.8015982364287682,0.4614833159541189,0.3500500500500501,[]
Harda *,1.7259786476868326,0.561893968014104,0.1846298031865042,[]
Hardoi,1.8817025981205087,0.8215686004760004,0.36297789206260955,[]
Hardwar,1.137546468401487,2.238505747126437,0.11962286387743076,[]
Haridwar,1.9879608728367193,2.563854849917798,0.5660977805257271,[]
Hasan,6.266280752532562,1.4733632286995517,0.11375212224108659,[]
Hassan,1.1986495944666309,0.777666174298375,0.34763158844114145,[]
Hathras,2.304580775644892,0.6766536835447252,0.32739910228972935,[]
Haveri,0.8771842236645032,0.5780745939215576,0.3148885713417044,[]
Haveri *,2.3035714285714284,1.4603174603174605,0.1490125673249551,[]
Hawrah,1.1904761904761905,1.1111111111111112,0.05714285714285714,[]
Hazaribag,1.8178606476938177,0.6789054381711119,0.09421939007737824,[]
Hazaribagh,1.4899979053204861,0.6534933956584864,0.26936278167437694,[]
Hingoli,10.669072300223068,1.049732968607529,0.14628750935421,[]
Hingoli *,0.16666666666666666,1.1666666666666667,0.0,[]
Hisar,1.0727272727272725,0.8472048163165008,0.34271262578922235,[]
Hnahthial,0.5882352941176471,1.5555555555555556,0.25,[]
Hojai,2.052197582259226,1.4210557357711588,0.2833413770913771,[]
Hooghiy,5.0,2.0,0.05555555555555555,[]
Hooghly,2.925992095717611,0.692893868596024,0.14553337258470267,[]
Hoshangabad,2.1055941741145316,0.4838069890340495,0.3449695242618539,[]
Hoshiarpur,1.180336829159977,0.6021487278745546,0.26402870269991224,[]
Howrah,2.9065707717868765,0.600806240510968,0.1625367202350095,[]
Hugli,1.1195402298850576,1.0091743119266054,0.06288343558282208,[]
Hyderabad,1.4748459676532073,1.1244946886814937,0.37883162599375075,[]
IDPL COLONY,,,0.0,[]
Idukki,5.1589648798521255,0.7592102233479161,0.28542684679505603,[]
Imphal East,17.590837559013814,1.3221611926914023,0.2845813427887023,[]
Imphal West,10.674853176721838,1.633998162581869,0.2969324204092685,[]
Indore,0.7955316297422151,0.8426453234826331,0.3313696116880712,[]
JAJPUR,1.4797752808988764,0.6034120454464508,0.4357173395223844,[]
Jabalpur,1.0132246554715374,0.8518481904539367,0.33475863477395146,[]
Jagatsinghapur,1.5403362292677423,1.1650809220205984,0.5769589741508745,[]
Jagatsinghpur,4.568888888888889,1.5344147303814117,0.1983499095840868,[]
Jagitial,2.8022981732469066,1.4722895459686542,0.3284993246605531,[]
Jaintia Hills,0.5,0.3333333333333333,0.10526315789473684,[]
Jaipur,1.2012556679455877,0.7711858467719956,0.28200021743642456,[]
Jaisalmer,1.1222076215505914,0.7026198774185796,0.35326900252851023,[]
Jajapur,2.2125748502994007,0.7745955551452771,0.3560977192356357,[]
Jajapur  *,2.0,,0.0,[]
Jajpur,4.16374269005848,0.7279279279279279,0.07526881720430108,[]
Jalandhar,2.2091788433834125,0.6675352631280802,0.2796681031710298,[]
Jalaun,2.3262148383186565,0.7295055005299513,0.2605355241137989,[]
Jalgaon,6.086714484530565,0.9470339656213262,0.2021756059377257,[]
Jalna,6.553607914829552,0.9882141306370571,0.18860796047037684,[]
Jalor,0.8606970509383378,0.8759673165881284,0.3397677276150462,[]
Jalore,,,0.056818181818181816,[]
Jalpaiguri,2.9495440087634788,0.7371404327535002,0.10236025775513262,[]
Jammu,2.0091334627240554,1.1233877086494688,0.4560630869704327,[]
Jamnagar,1.9583549783549785,0.5664377709566154,0.2767837310891187,[]
Jamtara,1.6531990259021472,0.6029088282609409,0.21702533482605632,[]
Jamui,2.0170478420073232,0.9423751880237805,0.3187181840941334,[]
Jangaon,1.4634794156706508,1.1633986928104576,0.23045267489711935,[]
Jangoan,2.2414355628058726,1.899812483257434,0.2782720205177527,[]
Janjgir - Champa,1.4583333333333335,1.5185185185185184,0.032448377581120944,[]
Janjgir Champa,1.5396825396825398,1.6666666666666667,0.06779661016949153,[]
Janjgir-champa,1.50275604690745,1.1999078928723252,0.28245052260898834,[]
Jashpur,1.7170221117362292,1.5383703282109655,0.3856965498214368,[]
Jaunpur,1.9927447059426755,0.9081551609111413,0.3023772989080882,[]
